
pl_name,pl_orbsmax,pl_rade,st_rad,sy_dist
Kepler-1808 b,0.146700,3.025,0.89,1022.0100000
Kepler-1809 b,0.043500,1.513,0.72,409.6020000
Kepler-181 b,0.040000,1.270,0.75,609.2830000
Kepler-181 c,0.049000,1.990,0.75,609.2830000
Kepler-1810 b,0.413700,3.918,1.02,1009.8700000
Kepler-1811 b,0.346200,3.848,1.19,1390.5600000
Kepler-1812 b,0.076500,2.325,1.10,1409.1900000
Kepler-1813 b,0.036400,1.413,0.79,
Kepler-1814 b,0.037100,2.370,0.82,726.3460000
Kepler-1814 c,0.013300,1.760,0.82,726.3460000
Kepler-1815 b,0.098400,2.749,0.97,1006.6300000
Kepler-1816 b,0.364800,1.968,0.71,437.8230000
Kepler-1817 b,0.234800,2.273,0.92,748.5690000
Kepler-1818 b,0.055000,1.714,1.13,1034.5900000
Kepler-1819 b,0.133700,3.904,1.07,1363.1900000
Kepler-182 b,0.096000,2.580,1.15,1549.0900000
Kepler-182 c,0.157000,3.430,1.15,1549.0900000
Kepler-1820 b,0.196400,3.119,0.93,1425.3900000
Kepler-1821 b,0.124400,2.592,0.88,799.6990000
Kepler-1822 b,0.141600,2.648,0.70,897.5970000
Kepler-1823 b,0.152800,2.086,1.13,724.9710000
Kepler-1824 b,0.426700,2.381,1.08,1040.1000000
Kepler-1825 b,0.018700,1.422,0.85,430.2540000
Kepler-1826 b,0.021300,1.475,0.49,336.9520000
Kepler-1827 b,0.045500,1.856,1.40,686.4610000
Kepler-1828 b,0.092400,2.116,0.90,871.8100000
Kepler-1829 b,0.055900,2.479,0.78,679.9210000
Kepler-183 b,0.064000,2.060,0.96,1050.6400000
Kepler-183 c,0.103000,2.270,0.96,1050.6400000
Kepler-1830 b,0.325900,3.330,2.05,1056.8800000
Kepler-1831 b,0.065500,1.970,1.01,1053.4900000
Kepler-1832 b,0.037000,1.227,0.72,486.1740000
Kepler-1833 b,0.077100,1.300,1.45,591.6020000
Kepler-1834 b,0.049600,1.459,0.79,500.3950000
Kepler-1834 c,0.015000,1.220,0.79,500.3950000
Kepler-1835 b,0.099700,3.534,0.96,1404.3800000
Kepler-1836 b,0.060200,2.553,0.99,1472.6200000
Kepler-1837 b,0.065000,2.067,0.96,1229.1800000
Kepler-1838 b,0.109600,1.660,1.96,451.2420000
Kepler-1839 b,0.058300,1.949,0.94,1136.6000000
Kepler-184 b,0.092000,2.360,0.87,610.3260000
Kepler-184 c,0.141000,1.970,0.87,610.3260000
Kepler-184 d,0.179000,2.490,0.87,610.3260000
Kepler-1840 b,0.464400,2.778,0.80,513.1070000
Kepler-1841 b,0.160600,1.489,0.90,631.7000000
Kepler-1842 b,0.116000,2.354,1.13,923.5510000
Kepler-1843 b,0.171000,2.709,1.78,784.6250000
Kepler-1844 b,0.047800,3.036,0.85,1804.3600000
Kepler-1845 b,0.088500,2.438,0.70,710.7240000
Kepler-1846 b,0.108900,1.764,0.73,374.6150000
Kepler-1847 b,0.098900,2.745,0.96,1693.8600000
Kepler-1848 b,0.056300,1.409,0.74,309.6960000
Kepler-1849 b,0.259700,2.387,0.73,631.8840000
Kepler-185 b,0.026000,1.170,0.81,466.7350000
Kepler-185 c,0.139000,2.020,0.81,466.7350000
Kepler-1850 b,0.020600,0.729,0.60,250.1990000
Kepler-1851 b,0.101600,3.900,0.88,1589.8100000
Kepler-1852 b,0.076200,1.886,0.83,772.4810000
Kepler-1853 b,0.239500,1.519,0.79,562.3480000
Kepler-1854 b,0.211900,2.587,0.76,423.3480000
Kepler-1855 b,0.011500,1.216,0.36,
Kepler-1856 b,0.021500,1.734,0.82,848.7600000
Kepler-1857 b,0.080700,1.961,1.01,853.2750000
Kepler-1858 b,0.357500,2.422,0.82,833.0550000
Kepler-1859 b,0.039400,1.583,1.24,1331.2500000
Kepler-1859 c,0.047300,1.660,1.24,1331.2500000
Kepler-186 b,0.034300,1.070,0.47,177.5940000
Kepler-186 c,0.045100,1.250,0.47,177.5940000
Kepler-186 d,0.078100,1.400,0.47,177.5940000
Kepler-186 e,0.110000,1.270,0.47,177.5940000
Kepler-186 f,0.432000,1.170,0.52,177.5940000
Kepler-1860 b,0.102100,1.139,0.87,438.7030000
Kepler-1861 b,0.240800,2.207,1.37,829.9850000
Kepler-1862 b,0.119900,2.203,0.81,1232.1900000
Kepler-1863 b,0.255500,2.263,0.98,865.5460000
Kepler-1864 b,0.048800,0.754,0.98,298.8940000
Kepler-1865 b,0.034400,1.577,0.87,922.2550000
Kepler-1866 b,0.101600,2.082,1.08,976.7370000
Kepler-1867 b,0.087200,1.160,0.82,680.5830000
Kepler-1868 b,0.626600,3.150,0.69,274.1800000
Kepler-1869 b,0.079100,1.120,0.90,113.0250000
Kepler-1869 c,0.028000,0.740,0.90,113.0250000
Kepler-187 b,0.059000,1.410,1.29,1143.0000000
Kepler-187 c,0.099000,2.670,1.29,1143.0000000
Kepler-1870 b,0.045300,2.101,0.84,407.2160000
Kepler-1871 b,0.030800,2.422,0.95,854.6230000
Kepler-1872 b,0.046500,2.384,0.89,840.1820000
Kepler-1873 b,0.012800,1.626,0.79,820.9570000
Kepler-1874 b,0.263300,2.211,0.78,408.0070000
Kepler-1875 b,0.203900,3.227,0.86,1660.4500000
Kepler-1876 b,0.075800,0.853,1.48,259.9350000
Kepler-1877 b,0.035100,0.624,0.94,285.3120000
Kepler-1878 b,0.052100,2.920,0.86,1494.3000000
Kepler-1879 b,0.095300,2.065,1.39,627.1710000
Kepler-188 b,0.032000,1.680,1.14,968.5440000
Kepler-188 c,0.066000,3.190,1.14,968.5440000
Kepler-1880 b,0.054000,2.117,0.53,611.0410000
Kepler-1881 b,0.536800,2.981,0.87,1057.2100000
Kepler-1882 b,0.115100,1.487,1.46,443.3710000
Kepler-1883 b,0.443800,3.251,1.02,1377.6100000
Kepler-1884 b,0.084500,1.814,0.91,1443.0900000
Kepler-1885 b,0.036000,1.511,0.86,818.4820000
Kepler-1886 b,0.160000,2.582,0.84,1059.5100000
Kepler-1887 b,0.142100,2.925,0.86,1366.1800000
Kepler-1888 b,0.095600,1.326,1.25,402.9470000
Kepler-1889 b,0.208200,2.944,0.82,1395.1300000
Kepler-189 b,0.088000,1.210,0.75,591.5340000
Kepler-189 c,0.137000,2.380,0.75,591.5340000
Kepler-1890 b,0.056300,0.869,1.40,529.5960000
Kepler-1891 b,0.047300,1.521,0.83,596.2400000
Kepler-1892 b,0.063300,1.837,0.76,851.5950000
Kepler-1893 b,0.050400,1.706,1.16,1050.7200000
Kepler-1894 b,0.038500,1.201,0.90,935.1910000
Kepler-1894 c,0.057600,1.210,0.90,935.1910000
Kepler-1895 b,0.061500,2.119,0.76,984.1870000
Kepler-1896 b,0.252900,3.099,1.00,1732.9100000
Kepler-1897 b,0.154600,2.814,0.76,983.1740000
Kepler-1898 b,0.052200,0.934,1.12,360.9210000
Kepler-1899 b,0.045700,1.551,0.74,711.5090000
Kepler-19 b,0.084600,2.209,0.86,218.5620000
Kepler-19 c,0.176574,3.680,0.86,218.5620000
Kepler-19 d,,5.060,0.86,218.5620000
Kepler-190 b,0.030000,1.560,0.80,433.3870000
Kepler-190 c,0.045000,1.460,0.80,433.3870000
Kepler-1900 b,0.042000,1.623,1.04,1540.4300000
Kepler-1901 b,0.045300,1.474,0.92,1028.3700000
Kepler-1902 b,0.038500,1.176,0.51,344.3370000
Kepler-1903 b,0.132100,2.286,1.00,1775.4400000
Kepler-1904 b,0.043600,1.390,0.50,270.8540000
Kepler-1905 b,0.045100,1.446,1.02,1051.5300000
Kepler-1906 b,0.073800,2.776,0.89,1360.6300000
Kepler-1907 b,0.056500,0.870,0.80,292.1110000
Kepler-1907 c,0.107600,1.155,0.80,292.1110000
Kepler-1909 b,0.030600,1.092,0.69,763.6620000
Kepler-191 b,0.087000,1.340,0.79,594.4640000
Kepler-191 c,0.128000,1.860,0.79,594.4640000
Kepler-191 d,0.059900,2.280,0.80,594.4640000
Kepler-1910 b,0.053600,1.184,0.64,
Kepler-1911 b,0.063600,1.011,0.97,269.9120000
Kepler-1912 b,0.064600,1.357,0.96,297.0170000
Kepler-1913 b,0.120900,1.519,1.08,876.3000000
Kepler-1914 b,0.195400,2.943,0.96,1621.5600000
Kepler-1915 b,0.114000,3.218,1.06,1514.6600000
Kepler-1916 b,0.205300,2.618,1.09,2055.8200000
Kepler-1917 b,0.103000,1.890,0.79,909.0370000
Kepler-1918 b,0.252400,2.298,0.92,1030.1100000
Kepler-1919 b,0.210700,2.624,0.82,1177.5300000
Kepler-192 b,0.090000,2.740,1.01,651.6740000
Kepler-192 c,0.150000,2.790,1.01,651.6740000
Kepler-192 d,0.066800,1.020,0.94,651.6740000
Kepler-1920 b,0.204300,2.954,1.16,885.9130000
Kepler-1921 b,0.155700,2.895,2.00,928.9890000
Kepler-1921 c,0.045400,1.410,2.00,928.9890000
Kepler-1922 b,0.107700,2.291,0.86,1344.2900000
Kepler-1923 b,0.284600,1.960,1.29,990.8380000
Kepler-1924 b,0.121600,2.654,1.29,1910.7700000
Kepler-1925 b,0.258800,3.002,1.09,1771.3100000
Kepler-1926 b,0.219700,2.315,0.83,667.4050000
Kepler-1927 b,0.385900,3.406,2.48,1091.0000000
Kepler-1928 b,0.194000,1.992,0.92,326.3620000
Kepler-1929 b,0.298700,3.073,1.47,508.2010000
Kepler-193 b,0.106000,2.390,1.15,1009.1000000
Kepler-193 c,0.286000,2.750,1.15,1009.1000000
Kepler-1930 b,0.102500,1.530,0.84,275.6940000
Kepler-1931 b,0.235600,2.653,1.22,620.0910000
Kepler-1932 b,0.012300,1.515,0.82,713.7330000
Kepler-1933 b,0.056100,1.180,1.01,328.0070000
Kepler-1934 b,0.024500,0.913,1.04,428.5140000
Kepler-1935 b,0.046300,2.503,0.90,904.7020000
Kepler-1936 b,0.554800,3.166,1.85,871.0960000
Kepler-1937 b,0.094300,3.023,1.20,905.0690000
Kepler-1938 b,0.093800,1.828,0.66,421.1520000
Kepler-1939 b,0.033400,1.165,0.60,189.8330000
Kepler-194 b,0.032000,1.510,1.02,1097.9700000
Kepler-194 c,0.131000,2.590,1.02,1097.9700000
Kepler-194 d,0.275000,2.400,1.02,1097.9700000
Kepler-1940 b,0.052500,1.547,0.72,798.5950000
Kepler-1941 b,0.205400,2.650,1.14,1494.3900000
Kepler-1942 b,0.051600,2.117,0.80,842.4920000
Kepler-1943 b,0.057100,1.549,0.97,1004.5500000
Kepler-1944 b,0.091800,2.760,0.97,1076.4800000
Kepler-1945 b,0.059700,1.289,0.80,
Kepler-1946 b,0.039400,2.488,0.87,1002.1200000
Kepler-1947 b,0.071100,1.010,1.69,468.7710000
Kepler-1948 b,0.102200,1.033,0.56,193.9030000
Kepler-1949 b,0.035200,2.220,1.45,2617.3500000
Kepler-195 b,0.077000,2.030,0.78,652.0510000
Kepler-195 c,0.197000,1.550,0.78,652.0510000
Kepler-1950 b,0.087100,1.527,0.85,697.2530000
Kepler-1951 b,0.143500,2.321,1.31,1277.3200000
Kepler-1952 b,0.172400,1.239,1.31,852.0620000
Kepler-1953 b,0.060700,1.286,0.71,605.6310000
Kepler-1954 b,0.062500,1.802,0.85,1373.8300000
Kepler-1955 b,0.117000,1.167,1.29,449.3510000
Kepler-1956 b,0.056300,1.089,0.68,360.4680000
Kepler-1957 b,0.029900,0.944,0.77,460.8990000
Kepler-1958 b,0.085600,2.051,0.86,1320.3800000
Kepler-1959 b,0.061700,1.143,0.81,479.2630000
Kepler-196 b,0.138000,1.900,0.78,451.3120000
Kepler-196 c,0.240000,2.240,0.78,451.3120000
Kepler-196 d,0.448400,2.661,0.77,451.3120000
Kepler-1960 b,0.035400,1.307,1.07,1527.5600000
Kepler-1961 b,0.058800,1.619,0.78,1042.4500000
Kepler-1962 b,0.078300,1.215,1.01,866.8260000
Kepler-1963 b,0.029800,0.744,0.98,492.8470000
Kepler-1964 b,0.032200,1.781,0.70,
Kepler-1965 b,0.230100,1.354,0.84,521.7910000
Kepler-1966 b,0.076300,1.105,0.84,484.6010000
Kepler-1967 b,0.073500,0.730,1.81,249.1020000
Kepler-1968 b,0.069600,1.500,0.79,750.9300000
Kepler-1969 b,0.071700,1.682,1.01,1204.5400000
Kepler-197 b,0.060000,1.020,1.12,330.5750000
Kepler-197 c,0.090000,1.230,1.12,330.5750000
Kepler-197 d,0.119000,1.220,1.12,330.5750000
Kepler-197 e,0.164000,0.910,1.12,330.5750000
Kepler-1972 b,0.076300,0.802,1.38,287.3390000
Kepler-1972 c,0.104100,0.868,1.38,287.3390000
Kepler-1976 b,0.056500,12.210,1.08,1314.5100000
Kepler-1977 b,0.048600,1.660,0.69,592.7110000
Kepler-1978 b,0.091400,2.670,0.78,865.5120000
Kepler-1979 b,0.138300,29.330,0.94,1076.2700000
Kepler-198 b,0.131000,2.820,0.94,495.3580000
Kepler-198 c,0.259000,2.470,0.94,495.3580000
Kepler-198 d,0.022900,1.530,0.93,495.3580000
Kepler-1980 b,0.204900,2.210,0.99,1709.4000000
Kepler-1981 b,1.329200,9.230,3.01,659.3950000
Kepler-1982 b,0.051100,0.770,1.12,558.8550000
Kepler-1983 b,0.068900,2.330,0.87,424.4280000
Kepler-1984 b,0.023800,6.810,0.42,
Kepler-1985 b,0.042600,2.270,0.97,
Kepler-1986 b,0.130700,1.890,0.73,912.0850000
Kepler-1987 b,0.031800,1.230,0.71,595.6830000
Kepler-1987 c,0.042700,1.330,0.71,595.6830000
Kepler-1987 d,0.057100,2.660,0.71,595.6830000
Kepler-1987 e,0.076500,1.920,0.71,595.6830000
Kepler-1988 b,0.103800,1.530,1.79,513.4260000
Kepler-1989 b,0.091800,4.620,1.06,1252.1300000
Kepler-199 b,0.158000,3.110,0.97,521.0540000
Kepler-199 c,0.316000,3.250,0.97,521.0540000
Kepler-1990 b,0.028600,3.270,1.07,392.7390000
Kepler-1990 c,0.050400,0.980,1.07,392.7390000
Kepler-1991 b,0.106500,1.470,1.05,855.8200000
Kepler-1991 c,0.152800,2.570,1.05,855.8200000
Kepler-1992 b,0.116900,0.910,0.84,532.9550000
Kepler-1993 b,0.194300,4.150,3.06,1031.9100000
Kepler-1994 b,0.053000,0.510,0.96,241.9910000
Kepler-1995 b,0.325900,4.280,0.93,595.3310000
Kepler-1996 b,0.178900,2.260,0.68,440.5610000
Kepler-1996 c,0.360800,2.810,0.68,440.5610000
Kepler-1997 b,0.181500,2.280,1.05,1502.3400000
Kepler-1998 b,0.040500,0.600,0.92,340.9650000
Kepler-1999 b,0.071300,3.290,0.63,701.2550000
Kepler-20 b,0.045650,1.773,0.92,282.5630000
Kepler-20 c,0.093600,2.894,0.92,282.5630000
Kepler-20 d,0.347400,2.606,0.92,282.5630000
Kepler-20 e,0.063700,0.821,0.92,282.5630000
Kepler-20 f,0.138700,0.952,0.92,282.5630000
Kepler-20 g,0.205500,4.710,0.96,282.5630000
Kepler-200 b,0.080000,2.130,0.94,665.9120000
Kepler-200 c,0.090000,1.590,0.94,665.9120000
Kepler-2000 b,0.056200,2.730,0.58,320.5880000
Kepler-2000 c,0.122800,1.570,0.58,320.5880000
Kepler-2001 b,0.019700,1.040,0.77,776.5500000
Kepler-2001 c,0.108400,1.820,0.77,776.5500000
Kepler-201 b,0.175000,2.460,1.23,636.4450000
Kepler-201 c,0.573000,2.850,1.23,636.4450000
Kepler-202 b,0.045000,1.630,0.67,285.1110000
Kepler-202 c,0.113000,1.850,0.67,285.1110000
Kepler-203 b,0.043000,2.570,1.11,703.3020000
Kepler-203 c,0.061000,2.470,1.11,703.3020000
Kepler-203 d,0.100000,1.440,1.11,703.3020000
Kepler-204 b,0.117000,2.530,1.24,686.7230000
Kepler-204 c,0.173000,1.790,1.24,686.7230000
Kepler-205 b,0.032000,1.510,0.55,159.7200000
Kepler-205 c,0.122000,1.640,0.55,159.7200000
Kepler-206 b,0.078000,1.200,1.19,594.4470000
Kepler-206 c,0.111000,1.770,1.19,594.4470000
Kepler-206 d,0.163000,1.190,1.19,594.4470000
Kepler-207 b,0.029000,1.570,1.59,875.5190000
Kepler-207 c,0.044000,1.500,1.59,875.5190000
Kepler-207 d,0.068000,3.310,1.59,875.5190000
Kepler-208 b,0.054000,1.630,1.31,775.3280000
Kepler-208 c,0.079000,1.390,1.31,775.3280000
Kepler-208 d,0.103000,1.200,1.31,775.3280000
Kepler-208 e,0.132000,1.480,1.31,775.3280000
Kepler-209 b,0.122000,2.260,0.94,576.9460000
Kepler-209 c,0.231000,3.100,0.94,576.9460000
Kepler-21 b,0.043400,1.639,1.90,108.5220000
Kepler-210 b,0.032000,2.940,0.65,232.7500000
Kepler-210 c,0.070000,3.620,0.65,232.7500000
Kepler-211 b,0.048000,1.260,0.82,309.3530000
Kepler-211 c,0.062000,1.290,0.82,309.3530000
Kepler-212 b,0.133000,1.090,1.46,687.1940000
Kepler-212 c,0.207000,2.740,1.46,687.1940000
Kepler-213 b,0.036000,1.620,1.20,634.9390000
Kepler-213 c,0.057000,2.340,1.20,634.9390000
Kepler-214 b,0.130000,2.610,1.35,1208.4400000
Kepler-214 c,0.194000,2.130,1.35,1208.4400000
Kepler-215 b,0.084000,1.620,1.03,485.9970000
Kepler-215 c,0.113000,1.770,1.03,485.9970000
Kepler-215 d,0.185000,2.390,1.03,485.9970000
Kepler-215 e,0.314000,1.750,1.03,485.9970000
Kepler-216 b,0.079000,2.350,1.26,1187.4700000
Kepler-216 c,0.136000,3.040,1.26,1187.4700000
Kepler-217 b,0.065000,2.230,1.80,1104.6400000
Kepler-217 c,0.089000,1.850,1.80,1104.6400000
Kepler-217 d,0.050500,1.320,1.76,1104.6400000
Kepler-218 b,0.046000,1.480,1.06,656.3800000
Kepler-218 c,0.248000,3.140,1.06,656.3800000
Kepler-218 d,0.486500,2.660,1.02,656.3800000
Kepler-219 b,0.057000,2.950,1.49,787.0700000
Kepler-219 c,0.165000,3.580,1.49,787.0700000
Kepler-219 d,0.272000,2.810,1.49,787.0700000
Kepler-22 b,0.812000,2.100,0.87,194.6420000
Kepler-220 b,0.046000,0.810,0.67,171.1090000
Kepler-220 c,0.076000,1.570,0.67,171.1090000
Kepler-220 d,0.163000,0.980,0.67,171.1090000
Kepler-220 e,0.226000,1.330,0.67,171.1090000
Kepler-221 b,0.037000,1.710,0.82,385.2310000
Kepler-221 c,0.059000,2.930,0.82,385.2310000
Kepler-221 d,0.087000,2.730,0.82,385.2310000
Kepler-221 e,0.130000,2.630,0.82,385.2310000
Kepler-222 b,0.048000,3.160,0.87,758.8540000
Kepler-222 c,0.091000,4.640,0.87,758.8540000
Kepler-222 d,0.180000,3.690,0.87,758.8540000
Kepler-223 b,0.075600,2.990,1.72,1859.7100000
Kepler-223 c,0.091600,3.440,1.72,1859.7100000
Kepler-223 d,0.120100,5.240,1.72,1859.7100000
Kepler-223 e,0.145500,4.600,1.72,1859.7100000
Kepler-224 b,0.038000,1.390,0.68,782.0880000
Kepler-224 c,0.058000,3.120,0.68,782.0880000
Kepler-224 d,0.089000,2.300,0.68,782.0880000
Kepler-224 e,0.124000,1.970,0.68,782.0880000
Kepler-225 b,0.056000,1.200,0.48,561.1010000
Kepler-225 c,0.111000,1.840,0.48,561.1010000
Kepler-226 b,0.047000,1.550,0.80,980.1380000
Kepler-226 c,0.058000,2.270,0.80,980.1380000
Kepler-226 d,0.076000,1.220,0.80,980.1380000
Kepler-227 b,0.090000,3.110,1.09,1083.0600000
Kepler-227 c,0.290000,3.040,1.09,1083.0600000
Kepler-228 b,0.038000,1.530,1.01,1644.6100000
Kepler-228 c,0.052000,2.700,1.01,1644.6100000
Kepler-228 d,0.101000,4.040,1.01,1644.6100000
Kepler-229 b,0.062000,2.200,0.73,826.2650000
Kepler-229 c,0.117000,4.920,0.73,826.2650000
Kepler-229 d,0.220000,3.850,0.73,826.2650000
Kepler-23 b,0.073300,1.638,1.55,835.7560000
Kepler-23 c,0.096500,3.005,1.55,835.7560000
Kepler-23 d,0.122000,2.206,1.55,835.7560000
Kepler-230 b,0.191000,4.260,0.82,740.7540000
Kepler-230 c,0.380000,2.040,0.82,740.7540000
Kepler-231 b,0.074000,1.730,0.49,316.6180000
Kepler-231 c,0.114000,1.930,0.49,316.6180000
Kepler-232 b,0.054000,3.080,0.97,1349.1300000
Kepler-232 c,0.101000,3.830,0.97,1349.1300000
Kepler-233 b,0.077000,2.430,0.76,856.4170000
Kepler-233 c,0.287000,2.710,0.76,856.4170000
Kepler-234 b,0.040000,3.700,1.11,1733.1000000
Kepler-234 c,0.077000,3.510,1.11,1733.1000000
Kepler-235 b,0.037000,2.230,0.55,428.0180000
Kepler-235 c,0.065000,1.280,0.55,428.0180000
Kepler-235 d,0.122000,2.050,0.55,428.0180000
Kepler-235 e,0.213000,2.220,0.55,428.0180000
Kepler-236 b,0.065000,1.570,0.51,288.7630000
Kepler-236 c,0.132000,2.000,0.51,288.7630000
Kepler-237 b,0.050000,1.410,0.72,657.8220000
Kepler-237 c,0.071000,2.080,0.72,657.8220000
Kepler-238 b,0.034000,1.730,1.43,1798.7500000
Kepler-238 c,0.069000,2.390,1.43,1798.7500000
Kepler-238 d,0.115000,3.070,1.43,1798.7500000
Kepler-238 e,0.165800,5.600,0.96,1798.7500000
Kepler-238 f,0.274700,2.000,0.96,1798.7500000
Kepler-239 b,0.095000,2.330,0.76,648.1090000
Kepler-239 c,0.268000,2.510,0.76,648.1090000
Kepler-24 b,0.076000,2.348,1.10,1156.8100000
Kepler-24 c,0.100300,2.514,1.10,1156.8100000
Kepler-24 d,0.051000,1.670,1.29,1156.8100000
Kepler-24 e,0.138000,2.780,1.29,1156.8100000
Kepler-240 b,0.048000,1.370,0.74,746.9270000
Kepler-240 c,0.074000,2.200,0.74,746.9270000
Kepler-241 b,0.094000,2.330,0.67,512.0000000
Kepler-241 c,0.189000,2.570,0.67,512.0000000
Kepler-242 b,0.075000,2.610,0.85,600.2410000
Kepler-242 c,0.109000,2.000,0.85,600.2410000
Kepler-243 b,0.062000,2.450,0.84,693.8600000
Kepler-243 c,0.142000,1.990,0.84,693.8600000
Kepler-244 b,0.050000,2.760,0.80,1036.4900000
Kepler-244 c,0.087000,2.050,0.80,1036.4900000
Kepler-244 d,0.140000,2.310,0.80,1036.4900000
Kepler-245 b,0.071000,2.570,0.80,861.5270000
Kepler-245 c,0.124000,2.180,0.80,861.5270000
Kepler-245 d,0.202000,3.030,0.80,861.5270000
Kepler-245 e,0.040000,1.750,0.80,861.5270000
Kepler-246 b,0.052000,2.340,0.83,626.0780000
Kepler-246 c,0.095000,1.500,0.83,626.0780000
Kepler-247 b,0.042000,1.640,0.77,663.7110000
Kepler-247 c,0.084000,4.090,0.77,663.7110000
Kepler-247 d,0.140000,3.940,0.77,663.7110000
Kepler-248 b,0.066000,3.020,0.83,738.7920000
Kepler-248 c,0.123000,4.070,0.83,738.7920000
Kepler-249 b,0.035000,1.090,0.48,190.4010000
Kepler-249 c,0.058000,1.510,0.48,190.4010000
Kepler-249 d,0.097000,1.570,0.48,190.4010000
Kepler-25 b,0.069445,2.748,1.32,243.2490000
Kepler-25 c,0.111666,5.217,1.32,243.2490000
Kepler-25 d,0.416422,10.000,1.32,243.2490000
Kepler-250 b,0.048000,1.130,0.81,760.5850000
Kepler-250 c,0.069000,2.280,0.81,760.5850000
Kepler-250 d,0.127000,2.180,0.81,760.5850000
Kepler-251 b,0.053000,1.330,0.89,924.6250000
Kepler-251 c,0.122000,2.770,0.89,924.6250000
Kepler-251 d,0.182000,2.770,0.89,924.6250000
Kepler-251 e,0.404000,2.770,0.89,924.6250000
Kepler-252 b,0.058000,1.230,0.55,379.4240000
Kepler-252 c,0.080000,2.150,0.55,379.4240000
Kepler-253 b,0.046000,1.630,0.79,838.5950000
Kepler-253 c,0.089000,2.650,0.79,838.5950000
Kepler-253 d,0.130000,3.170,0.79,838.5950000
Kepler-254 b,0.064000,3.870,0.91,1389.4800000
Kepler-254 c,0.105000,2.150,0.91,1389.4800000
Kepler-254 d,0.139000,2.500,0.91,1389.4800000
Kepler-255 b,0.063000,1.550,0.93,1052.5300000
Kepler-255 c,0.092000,2.990,0.93,1052.5300000
Kepler-255 d,0.019200,1.320,0.86,1052.5300000
Kepler-256 b,0.027000,1.590,1.30,1026.4300000
Kepler-256 c,0.045000,2.150,1.30,1026.4300000
Kepler-256 d,0.064000,2.480,1.30,1026.4300000
Kepler-256 e,0.096000,2.350,1.30,1026.4300000
Kepler-257 b,0.034000,2.610,1.04,780.2560000
Kepler-257 c,0.066000,5.410,1.04,780.2560000
Kepler-257 d,0.160000,4.950,1.04,780.2560000
Kepler-258 b,0.103000,4.060,0.92,575.9880000
Kepler-258 c,0.193000,3.610,0.92,575.9880000
Kepler-259 b,0.079000,2.800,0.90,1002.1400000
Kepler-259 c,0.217000,2.700,0.90,1002.1400000
Kepler-26 b,0.085510,2.780,0.51,335.3070000
Kepler-26 c,0.107250,2.720,0.51,335.3070000
Kepler-26 d,0.039000,1.070,0.57,335.3070000
Kepler-26 e,0.220000,2.410,0.57,335.3070000
Kepler-260 b,0.075000,2.010,0.86,627.3650000
Kepler-260 c,0.332000,1.740,0.86,627.3650000
Kepler-261 b,0.088000,2.180,0.79,317.4990000
Kepler-261 c,0.156000,2.000,0.79,317.4990000
Kepler-262 b,0.108000,1.360,0.88,613.1290000
Kepler-262 c,0.152000,1.640,0.88,613.1290000
Kepler-263 b,0.120000,2.670,0.79,754.7470000
Kepler-263 c,0.242000,2.470,0.79,754.7470000
Kepler-264 b,0.249000,3.330,1.55,942.1730000
Kepler-264 c,0.566000,2.830,1.55,942.1730000
Kepler-265 b,0.069000,1.860,1.10,1280.2500000
Kepler-265 c,0.127000,2.630,1.10,1280.2500000
Kepler-265 d,0.236000,2.490,1.10,1280.2500000
Kepler-265 e,0.319000,2.590,1.10,1280.2500000
Kepler-266 b,0.071000,2.480,1.03,1370.7900000
Kepler-266 c,0.457000,3.890,1.03,1370.7900000
Kepler-267 b,0.037000,1.980,0.56,264.9930000
Kepler-267 c,0.060000,2.130,0.56,264.9930000
Kepler-267 d,0.154000,2.270,0.56,264.9930000
Kepler-268 b,0.180000,2.550,1.27,851.8700000
Kepler-268 c,0.391000,3.380,1.27,851.8700000
Kepler-269 b,0.061000,2.470,0.96,2257.3200000
Kepler-269 c,0.081000,1.690,0.96,2257.3200000
Kepler-27 b,0.118000,4.000,0.59,1044.3600000
Kepler-27 c,0.191000,4.900,0.59,1044.3600000
Kepler-27 d,0.066800,2.706,0.82,1044.3600000
Kepler-270 b,0.107000,2.010,1.46,948.7810000
Kepler-270 c,0.180000,1.770,1.46,948.7810000
Kepler-271 b,0.088100,1.230,0.87,404.5420000
Kepler-271 c,0.070200,0.950,0.87,404.5420000
Kepler-271 d,0.055800,0.660,0.87,404.5420000
Kepler-272 b,0.038000,1.430,0.93,889.6080000
Kepler-272 c,0.061000,1.790,0.93,889.6080000
Kepler-272 d,0.091000,2.250,0.93,889.6080000
Kepler-273 b,0.037000,1.500,0.81,713.9640000
Kepler-273 c,0.073000,1.980,0.81,713.9640000
Kepler-274 b,0.101000,1.540,1.01,1333.6200000
Kepler-274 c,0.204000,1.840,1.01,1333.6200000
Kepler-275 b,0.098000,2.340,1.38,2034.2500000
Kepler-275 c,0.132000,3.380,1.38,2034.2500000
Kepler-275 d,0.224000,3.330,1.38,2034.2500000
Kepler-276 b,0.119000,2.870,1.05,1144.8600000
Kepler-276 c,0.199400,2.900,1.03,1144.8600000
Kepler-276 d,0.264200,2.800,1.03,1144.8600000
Kepler-277 b,0.138500,2.920,1.69,976.6430000
Kepler-277 c,0.212900,3.360,1.69,976.6430000
Kepler-278 b,0.207000,4.070,2.94,443.0300000
Kepler-278 c,0.294000,3.590,2.94,443.0300000
Kepler-279 b,0.112000,3.620,1.75,1037.4000000
